Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0338,v1.2 chronological census,V12-ABMX-0277,Catalog mailer,BMX Action Bike ten-issue subscription offer,1983,1983,July 1983,BMX Action Bike; UKBMX Publications,Subscription rate card for United Kingdom and international readers.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,bmx action bike ten issue subscription offer july 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 61. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0339,v1.2 chronological census,V12-ABMX-0278,Retailer advertisement / price list,"Doug Wickens Cycles bike, helmet, and Firebird price advertisement",1983,1983,July 1983,Doug Wickens Cycles; Kuwahara; Silverfox; Diatron; Firebird,"Retail advertisement for complete bikes, helmets, and a chromoly frame-and-fork set.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,doug wickens cycles bike helmet and firebird price advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 61. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0340,v1.2 chronological census,V12-ABMX-0279,Retailer advertisement / price list,Len’s BMX Centre bikes and parts price advertisement,1983,1983,July 1983,Len’s BMX Centre,"Retail advertisement for alloy and fibre wheels, saddles, bars, chains, frames, and grips.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,len s bmx centre bikes and parts price advertisement july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 61. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0341,v1.2 chronological census,V12-ABMX-0280,Archive collection,Darren Stock Me & My Bikes profile,1983,1983,July 1983,Darren Stock; Halfords; Suntour; Steve Wilson; Diamond Back,"Rider-and-equipment profile documenting race and training practices, bike specifications, earlier machines, and sanction choices.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,darren stock me my bikes profile july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 62–63. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0342,v1.2 chronological census,V12-ABMX-0281,Product announcement / kit,OT Cycles custom-colour BMX wheel service,1983,1983,July 1983,OT Cycles; ACS; Firebird,"Customization service allowing riders to specify mixed colors across rims, spokes, hubs, and tyres.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,ot cycles custom colour bmx wheel service july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 62. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0343,v1.2 chronological census,V12-ABMX-0282,Product announcement / kit,"Skyway Tuff Wheel II, mini wheel, pedals, and pad updates",1983,1983,July 1983,Skyway; Freewheeler Leisure Products,"Product announcement covering alloy-hub Tuff Wheel II, sixteen-inch Tuff Wheels, polished pedal cages, and Pro Model pads.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — July 1983 — Volume 2 Number 9. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/62-july-nineteen-eighty-three,,skyway tuff wheel ii mini wheel pedals and pad updates july 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 64. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0344,v1.2 chronological census,V12-ABMX-0283,Information-pack mailer,Aero sticker-pack mailer,1983,1983,August 1983,Aero,Mail-in promotional sticker-pack offer associated with Aero BMX products.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August 1983 — Volume 2 Number 10. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/63-august-nineteen-eighty-three,,aero sticker pack mailer august 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0345,v1.2 chronological census,V12-ABMX-0284,Information-pack mailer,Yamaha Racers free colour-brochure offer,1983,1983,August 1983,Yamaha; Amoco Leisure,Stamped-envelope offer for a free Yamaha BMX racing brochure.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August 1983 — Volume 2 Number 10. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/63-august-nineteen-eighty-three,,yamaha racers free colour brochure offer august 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 5. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0346,v1.2 chronological census,V12-ABMX-0285,Archive collection,Andy Sammars memorial notice,1983,1983,August 1983,Andy Sammars; NBMXA; Bournemouth BMX,"Community notice documenting the death of a leading cruiser rider, track builder, and rider representative.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August 1983 — Volume 2 Number 10. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/63-august-nineteen-eighty-three,,andy sammars memorial notice august 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 4. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0347,v1.2 chronological census,V12-ABMX-0286,Archive collection,Andy Ruffell injury and number-one-plate report,1983,1983,August 1983,Andy Ruffell; Mongoose; BMX Action Bike,"Season update covering injury, points standings, treatment, recovery, and preparation for the World Championships.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August 1983 — Volume 2 Number 10. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/63-august-nineteen-eighty-three,,andy ruffell injury and number one plate report august 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 6–7. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0348,v1.2 chronological census,V12-ABMX-0287,Dealer advertisement / price-list lead,ABMX August Sales and Swaps marketplace,1983,1983,August 1983,BMX Action Bike; UKBMX Publications,"Free private classified marketplace preserving period asking prices, swaps, wanted notices, and equipment descriptions.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August 1983 — Volume 2 Number 10. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/63-august-nineteen-eighty-three,,abmx august sales and swaps marketplace august 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed pages 12–13 and 74. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
